RowId,ImageId,FeatureName,Location
1,1,left_eye_center_x
2,1,left_eye_center_y
3,1,right_eye_center_x
4,1,right_eye_center_y
5,1,left_eye_inner_corner_x
6,1,left_eye_inner_corner_y
7,1,left_eye_outer_corner_x
8,1,left_eye_outer_corner_y
9,1,right_eye_inner_corner_x
10,1,right_eye_inner_corner_y
11,1,right_eye_outer_corner_x
12,1,right_eye_outer_corner_y
13,1,left_eyebrow_inner_end_x
14,1,left_eyebrow_inner_end_y
15,1,left_eyebrow_outer_end_x
16,1,left_eyebrow_outer_end_y
17,1,right_eyebrow_inner_end_x
18,1,right_eyebrow_inner_end_y
19,1,right_eyebrow_outer_end_x
20,1,right_eyebrow_outer_end_y
21,1,nose_tip_x
22,1,nose_tip_y
23,1,mouth_left_corner_x
24,1,mouth_left_corner_y
25,1,mouth_right_corner_x
26,1,mouth_right_corner_y
27,1,mouth_center_top_lip_x
28,1,mouth_center_top_lip_y
29,1,mouth_center_bottom_lip_x
30,1,mouth_center_bottom_lip_y
31,2,left_eye_center_x
32,2,left_eye_center_y
33,2,right_eye_center_x
34,2,right_eye_center_y
35,2,left_eye_inner_corner_x
36,2,left_eye_inner_corner_y
37,2,left_eye_outer_corner_x
38,2,left_eye_outer_corner_y
39,2,right_eye_inner_corner_x
40,2,right_eye_inner_corner_y
41,2,right_eye_outer_corner_x
42,2,right_eye_outer_corner_y
43,2,left_eyebrow_inner_end_x
44,2,left_eyebrow_inner_end_y
45,2,left_eyebrow_outer_end_x
46,2,left_eyebrow_outer_end_y
47,2,right_eyebrow_inner_end_x
48,2,right_eyebrow_inner_end_y
49,2,right_eyebrow_outer_end_x
50,2,right_eyebrow_outer_end_y
51,2,nose_tip_x
52,2,nose_tip_y
53,2,mouth_left_corner_x
54,2,mouth_left_corner_y
55,2,mouth_right_corner_x
56,2,mouth_right_corner_y
57,2,mouth_center_top_lip_x
58,2,mouth_center_top_lip_y
59,2,mouth_center_bottom_lip_x
60,2,mouth_center_bottom_lip_y
61,3,left_eye_center_x
62,3,left_eye_center_y
63,3,right_eye_center_x
64,3,right_eye_center_y
65,3,left_eye_inner_corner_x
66,3,left_eye_inner_corner_y
67,3,left_eye_outer_corner_x
68,3,left_eye_outer_corner_y
69,3,right_eye_inner_corner_x
